year,tourney_name,spectators
2017,Fed Cup G1 RR: PAR vs VEN,170
2017,Fed Cup G2 PM: POC vs SGP,169
2017,Fed Cup G2 PM: CUB vs TTO,169
2017,Fed Cup G1 RR: TUR vs POR,168
2017,Fed Cup G2 RR: SWE vs NOR,168
2017,Fed Cup G1 PM: AUT vs EST,166
2017,Fed Cup G2 RR: SRI vs TJK,163
2017,Fed Cup G1 RR: CHN vs JPN,163
2017,Fed Cup G2 RR: EGY vs LUX,160
2017,Fed Cup G2 RR: SRI vs KGZ,158
2017,Fed Cup G1 RR: BRA vs MEX,156
2017,Fed Cup G2 RR: PUR vs HON,156
2017,Fed Cup G1 REL: BIH vs POR,155
2017,Fed Cup G2 PPO: DEN vs SWE,154
2017,Fed Cup G1 PPO: CRO vs GBR,150
2017,Fed Cup G1 PM: CHN vs KOR,141
2017,Fed Cup G2 PM: NZL vs SRI,138
2017,Fed Cup G2 RR: SWE vs RSA,135
2017,Fed Cup G1 RR: GEO vs AUT,135
2017,Fed Cup G1 PM: PAR vs ARG,125
2017,Fed Cup G2 RR: RSA vs NOR,124
2017,Fed Cup G2 RR: INA vs TJK,112
2017,Fed Cup G2 PPO: SLO vs LUX,105
2018,Antalya $15K,111196
2018,Hammamet $15K,78375
2018,Sharm El Sheikh $15K,71542
2018,Santa Margherita Di Pula $25K,50572
2018,Monastir $15K,44662
2018,Cairo $15K,28084
2018,Heraklion $15K,25354
2018,Obidos $25K,23971
2018,Solarino $15K,23071
2018,Nonthaburi $15K,16975
2018,Brisbane,16164
2018,Wimbledon,15979
2018,Roland Garros,15269
2018,Nonthaburi $25K,13793
2018,Shymkent $15K,13583
2018,Moscow $15K,13557
2018,Hua Hin $15K,13403
2018,Miami Masters,13375
2018,Miami,13375
2018,US Open,12812
2018,Beijing,12686
2018,Indian Wells,12311
2018,Indian Wells Masters,12311
2018,Nanjing $15K,11783
2018,Doha,11625
2018,Eastbourne,10238
2018,Noumea CH,9825
2018,Moscow,9656
2018,Playford CH,9322
2018,Stellenbosch $15K,8955
2018,Houston,8554
2018,Auckland,8431
2018,Rome Masters,8346
2018,Rome,8346
2018,Tel Aviv $15K,8340
2018,Bucharest $15K,8318
2018,Winston-Salem,8311
2018,Wuhan,8256
2018,Acapulco,8226
2018,Kazan $15K,8089
2018,Madrid Masters,8052
2018,Madrid,8052
2018,Lagos $25K,7974
2018,Charleston,7960
2018,Almaty CH,7943
2018,Almaty $15K,7821
2018,Yeongwol $15K,7703
2018,Stockholm $15K,7536
2018,Dubai,7435
2018,Canberra $60K,7368
2018,Shenzhen,7332
2018,Australian Open,7195
2018,Guayaquil $15K,7172
2018,Chornomorsk $15K,7170
2018,Anning $15K,7164
2018,St. Petersburg,6855
2018,Monte Carlo Masters,6671
2018,Villa del Dique $15K,6669
2018,Monastir 15K,6663
2018,Jablonec nad Nisou $15K,6504
2018,Pune,6495
2018,Manacor Mallorca $15K,6482
2018,Budapest,6380
2018,Tokyo,6356
2018,Taipei,6265
2018,Perth $25K,6252
2018,Sydney,6246
2018,Hua Hin $25K,6189
2018,Canberra CH,6176
2018,Washington,6112
2018,Bangkok CH,6110
2018,Palmanova Mallorca $15K,6057
2018,Kofu $25K,6037
2018,Lousada $15K,5931
2018,Istanbul,5857
2018,Cincinnati Masters,5852
2018,Cincinnati,5852
2018,Shenzhen CH,5759
2018,Minsk $15K,5737
2018,Canada Masters,5628
2018,Barcelona,5612
2018,Pune $25K,5571
2018,Stuttgart,5550
2018,Orlando CH,5545
2018,Djibouti $15K,5503
2018,Gimcheon $15K,5457
2018,Singapore $25K,5443
2018,Las Palmas de Gran Canaria $25K,5292
2018,Montreal,5289
2018,Chicago CH,5015
2018,Prokuplje $15K,4983
2018,Marrakech,4975
2018,Hong Kong $15K,4949
2018,Gstaad,4928
2018,Cantanhede $15K,4900
2018,El Espinar Segovia $25K,4890
2018,Daytona Beach FL $25K,4885
2018,Dothan AL $80K,4700
2018,Guimaraes $15K,4608
2018,Santiago CH,4599
2018,Tarvisio $15K,4561
2018,Osaka $25K,4512
2018,Brescia $60K,4425
2018,Liberec CH,4407
2018,Karlskrona $15K,4403
2018,Rancho Santa Fe CA $25K,4376
2018,Andijan $25K,4362
2018,Daegu $25K,4356
2018,Figueira Da Foz $25K,4351
2018,Recanati CH,4347
2018,Vinaros $15K,4335
2018,Muzaffarnagar $25K,4328
2018,Ostrava CH,4327
2018,Verbier $15K,4309
2018,Namangan $25K,4305
2018,Newport,4300
2018,Jinan CH,4298
2018,Anning 15K,4285
2018,Lyon CH,4239
2018,Gatineau CH,4238
2018,Bol,4231
2018,Norman OK $25K,4230
2018,Minsk $25K,4217
2018,Pullach CH,4207
2018,Istanbul $25K,4204
2018,Akko $15K,4202
2018,Gimcheon CH,4185
2018,Newport Beach,4182
2018,New York,4181
2018,Marbella $15K,4179
2018,Qujing CH,4177
2018,Torino $25K,4161
2018,Istanbul CH,4160
2018,Irapuato $25K,4138
2018,Sao Jose Dos Campos $15K,4138
2018,Brest CH,4131
2018,Koblenz CH,4129
2018,Montreux $60K,4122
2018,Playford $25K,4120
2018,Bendigo $60K,4115
2018,Budapest $15K,4102
2018,San Francisco CH,4092
2018,Horb $25K,4086
2018,Genova CH,4084
2018,Hilton Head Island SC 15K,4052
2018,Joue Les Tours $25K,4029
2018,Wirral $25K,4028
2018,Metz,4017
2018,Rome CH,4009
2018,Aix En Provence CH,4009
2018,Campinas CH,4008
2018,Ismaning CH,4003
2018,Oldenzaal $15K,3996
2018,Como CH,3993
2018,Stockton CA $60K,3990
2018,Sandelfjord $15K,3985
2018,Shanghai CH,3984
2018,Seville $25K,3962
2018,Focsani $15K,3949
2018,Tampere CH,3940
2018,Kyoto $15K,3933
2018,Quimper CH,3932
2018,Savannah CH,3932
2018,Paris Masters,3920
2018,Burnie CH,3912
2018,Gyeongsan $15K,3911
2018,Cassis CH,3899
2018,Shanghai Masters,3898
2018,Francavilla Al Mare CH,3895
2018,Saint Malo $60K,3890
2018,Saguenay $60K,3882
2018,Ortisei $15K,3876
2018,Eckental CH,3875
2018,Charlottesville CH,3875
2018,Prostejov CH,3873
2018,Bengaluru CH,3867
2018,W25 Hong Kong,3865
2018,Umag,3860
2018,Grado $25K,3859
2018,Pelham AL $25K,3855
2018,Fort Worth TX $25K,3836
2018,Bad Saulgau $25K,3827
2018,Nantes $25K,3811
2018,Sant Cugat $25K,3807
2018,Mallorca CH,3796
2018,Lyon,3791
2018,Les Contamines Montjoie $15K,3790
2018,Getxo $25K,3788
2018,Gwalior $25K,3783
2018,Lugano,3783
2018,Ricany $15K,3782
2018,Istanbul $60K,3782
2018,Luque $15K,3778
2018,Ilkley CH,3777
2018,Shymkent CH,3772
2018,Rennes CH,3770
2018,Lawrence KS $25K,3766
2018,Cucuta $15K,3763
2018,Biella $15K,3754
2018,Sezze $15K,3743
2018,Yokohama CH,3740
2018,Taipei $15K,3738
2018,Jakarta $15K,3716
2018,Bergamo $15K,3712
2018,Busan CH,3709
2018,Zhengzhou,3707
2018,Dallas CH,3704
2018,Astana CH,3693
2018,Vrnjacka Banja $15K,3687
2018,Montpellier,3686
2018,Tashkent,3684
2018,Bastad,3684
2018,Bordeaux CH,3682
2018,Campinas $15K,3673
2018,Cordenons $15K,3672
2018,Nurnberg,3672
2018,Stockton CH,3658
2018,Khimki $100K,3655
2018,Sao Paulo $25K,3653
2018,Nis $15K,3652
2018,Baja $25K,3641
2018,Caslano $15K,3636
2018,Rotterdam,3634
2018,Brisbane $25K,3630
2018,Saint Gaudens $60K,3629
2018,Los Cabos,3627
2018,Caserta $25K,3627
2018,Irving CH,3625
2018,Marseille,3620
2018,Las Vegas CH,3614
2018,Anning,3610
2018,Chengdu CH,3603
2018,Shenzhen $60K,3599
2018,Altenkirchen $25K,3595
2018,Leipzig $25K,3588
2018,Torun $25K,3583
2018,Rabat,3582
2018,Granby CH,3581
2018,Munich,3578
2018,Amarante $15K,3577
2018,Cherbourg CH,3573
2018,Navi Mumbai $25K,3571
2018,Darmstadt $25K,3570
2018,Launceston $25K,3559
2018,Parnu $15K,3557
2018,Warsaw $25K,3555
2018,Budapest $60K,3539
2018,Manama $15K,3534
2018,Sopot CH,3532
2018,Bastad $25K,3530
2018,Anning CH,3523
2018,Toronto $60K,3523
2018,Padova $25K,3522
2018,Binghamton CH,3520
2018,San Luis Potosi CH,3518
2018,Florence SC $25K,3514
2018,Marburg CH,3511
2018,Halle,3509
2018,Cairo 15K,3509
2018,Nanchang CH,3506
2018,Dubai $100K,3501
2018,Kiryat Shmona $15K,3499
2018,Brussels $15K,3496
2018,Strasbourg,3482
2018,Madrid $15K,3479
2018,Hechingen $60K,3475
2018,Buenos Aires $15K,3462
2018,Orlando FL $15K,3444
2018,Barcelona CH,3437
2018,Chicago,3437
2018,Trnava $15K,3434
2018,Seoul CH,3434
2018,Zhuhai $60K,3423
2018,Sassuolo $15K,3419
2018,Corroios Seixal $15K,3418
2018,Fergana $25K,3417
2018,La Bisbal D'Emporda $25K,3417
2018,Lima CH,3413
2018,Cagnes Sur Mer $100K,3408
2018,Charlottesville VA $80K,3405
2018,Shenzhen $100K,3399
2018,Gothenburg $15K,3398
2018,Zagreb $60K,3396
2018,Granby $60K,3391
2018,Bagnatica $25K,3383
2018,Barcelona $25K,3383
2018,Wesley Chapel FL $25K,3381
2018,Tunis CH,3375
2018,Andrezieux Boutheon $60K,3374
2018,Budapest $100K,3374
2018,Loughborough CH,3372
2018,Montpellier $25K,3371
2018,Wuhan $25K,3364
2018,Marbella CH,3363
2018,Vienna $15K,3360
2018,Tianjin,3357
2018,Milovice $15K,3357
2018,Basel,3355
2018,Tbilisi $25K,3354
2018,Surprise AZ $25K,3354
2018,Tsukuba $25K,3352
2018,Stuttgart Stammheim $15K,3348
2018,Monterrey,3347
2018,Biella CH,3346
2018,Quito,3340
2018,Fukuoka $60K,3334
2018,Columbus CH,3333
2018,Tiberias $15K,3331
2018,Rotterdam $15K,3328
2018,Frydek Mistek $15K,3325
2018,Geneva,3325
2018,Charleston SC $80K,3324
2018,Orleans CH,3323
2018,Maribor $15K,3319
2018,Heilbronn CH,3316
2018,Shrewsbury $25K,3315
2018,Woking $25K,3302
2018,Orlando FL $25K,3301
2018,Balatonboglar $25K,3294
2018,Amstelveen $15K,3293
2018,Fairfield CH,3292
2018,Traralgon CH,3290
2018,Buenos Aires CH,3289
2018,Hiroshima,3285
2018,Bogota $15K,3282
2018,Seoul,3279
2018,Segovia CH,3279
2018,Makinohara $25K,3274
2018,Prague CH,3274
2018,Hobart,3274
2018,Nanao $25K,3270
2018,Telde - L.P De Gran Canaria 15K,3269
2018,Batumi $15K,3265
2018,Vancouver CH,3260
2018,Le Havre $15K,3258
2018,Gifu $80K,3257
2018,Le Gosier CH,3255
2018,Winnipeg CH,3249
2018,Changwon $25K,3245
2018,Santarem $15K,3243
2018,Punta Del Este CH,3233
2018,Solo $15K,3230
2018,Stuttgart Vaihingen $25K,3230
2018,Trieste $15K,3227
2018,Bratislava CH,3227
2018,Zhuhai CH,3226
2018,San Severo $15K,3223
2018,Ilkley $100K,3220
2018,Curtea de Arges $15K,3219
2018,Badenweiler 15K,3215
2018,Chiswick $25K,3211
2018,Luan $60K,3209
2018,Barletta CH,3207
2018,Guangzhou,3202
2018,s Hertogenbosch,3199
2018,s-Hertogenbosch,3199
2018,Castellon 15K,3193
2018,Arad $15K,3190
2018,Sozopol $15K,3188
2018,Petit Bourg Guadeloupe $15K,3186
2018,Gwangju CH,3183
2018,Madrid $25K,3182
2018,Lisbon $25K,3181
2018,Solapur $25K,3178
2018,Chengdu,3177
2018,Scheveningen CH,3176
2018,Prague $80K,3170
2018,Jackson MS $25K,3167
2018,Goyang $25K,3163
2018,Lambare $15K,3159
2018,Launceston CH,3159
2018,Wanfercee Baulet $15K,3151
2018,Burnie $60K,3145
2018,Indian Wells CH,3138
2018,Bucharest,3137
2018,Kurume $60K,3133
2018,Midland MI $100K,3129
2018,Winnetka CH,3127
2018,Denain $25K,3125
2018,Hamburg,3121
2018,Delray Beach,3118
2018,Liuzhou $60K,3117
2018,Rome $60K,3110
2018,San Benedetto Del Tronto CH,3097
2018,Prague $15K,3096
2018,Tampere 15K,3095
2018,Nishi Tama $15K,3093
2018,Tacarigua $15K,3091
2018,Andria CH,3089
2018,Sao Paulo,3085
2018,Klosters $25K,3085
2018,Indian Harbour Beach FL $60K,3083
2018,Ashkelon $15K,3081
2018,Buenos Aires,3081
2018,Bogota,3076
2018,Guadalajara CH,3072
2018,Macon GA $80K,3069
2018,Perugia CH,3069
2018,Sarasota CH,3068
2018,Lubbock TX $25K,3064
2018,Lille CH,3063
2018,Imola $25K,3062
2018,Sajur $15K,3062
2018,Charleston SC $25K,3061
2018,RibaRoja de Turia $25K,3057
2018,Berkeley CA $60K,3055
2018,Glasgow CH,3053
2018,Stockholm,3050
2018,Canberra $25K,3050
2018,Szekesfehervar $15K,3047
2018,Ashland KY $60K,3039
2018,Podgorica $25K,3033
2018,Braunschweig CH,3032
2018,Lexington CH,3031
2018,Sofia,3027
2018,Kobe CH,3026
2018,Zhangjiagang CH,3025
2018,Winnipeg $25K,3022
2018,Osprey FL $25K,3020
2018,Olomouc $80K,3011
2018,Bastad CH,3010
2018,Banja Luka CH,3003
2018,Rio de Janeiro,3003
2018,Wiesbaden $25K,3002
2018,L'Aquila CH,2999
2018,Tucepi $15K,2998
2018,Lexington KY $60K,2981
2018,Vicenza CH,2981
2018,Stare Splavy $25K,2975
2018,Cordenons CH,2969
2018,Macon $15K,2964
2018,Essen $25K,2961
2018,Changsha $25K,2958
2018,Bergamo CH,2954
2018,Hammamet 15K,2952
2018,Schio $15K,2952
2018,Mexico City CH,2951
2018,Petange $25K,2949
2018,Mumbai,2944
2018,Hong Kong,2941
2018,Mestre CH,2938
2018,Luxembourg,2937
2018,Don Benito Badajoz $15K,2936
2018,Baja $15K,2934
2018,Indian Wells 125K,2932
2018,Banja Luka $15K,2930
2018,Colina $60K,2927
2018,Surbiton CH,2926
2018,Queen's Club,2924
2018,Quebec City,2924
2018,Calgary  CH,2919
2018,Victoria BC $15K,2916
2018,Mouilleron-Le-Captif CH,2912
2018,Santa Tecla $15K,2907
2018,Naiman $25K,2906
2018,Incheon $25K,2906
2018,Perigueux $25K,2906
2018,Naples FL $25K,2896
2018,Yokohama $25K,2893
2018,Kashiwa $25K,2892
2018,Tyler TX $80K,2891
2018,Cuernavaca CH,2886
2018,Tiburon CH,2885
2018,Trnava $100K,2882
2018,Prerov $15K,2880
2018,Biarritz $80K,2878
2018,Ramat Hasharon $15K,2877
2018,Caltanissetta CH,2871
2018,Antalya,2865
2018,Mexico City $15K,2862
2018,Tunis $25K,2854
2018,Karshi CH,2851
2018,Sibiu CH,2849
2018,Loughborough $25K,2849
2018,Tallahassee CH,2843
2018,Tashkent CH,2841
2018,Surbiton $100K,2840
2018,Monzon $25K,2833
2018,Grenoble $25K,2830
2018,Ningbo CH,2827
2018,Poprad Tatry CH,2821
2018,Curitiba $25K,2819
2018,Croissy Beaubourg $60K,2819
2018,Estoril,2814
2018,Melilla $15K,2812
2018,Newport Beach CH,2803
2018,Oeiras $15K,2803
2018,Karshi $25K,2798
2018,Brno 15K,2798
2018,Manchester $100K,2797
2018,Toyota $25K,2793
2018,Antalya 15K,2793
2018,Birmingham,2789
2018,Oslo $25K,2788
2018,Aschaffenburg $25K,2783
2018,Champaign CH,2782
2018,Vancouver BC $100K,2781
2018,Nottingham CH,2780
2018,Hamamatsu $25K,2777
2018,Koksijde $25K,2771
2018,Baotou $60K,2764
2018,Kaohsiung CH,2763
2018,Chiasso $25K,2757
2018,Szczecin CH,2739
2018,Fort de France Martinique $15K,2737
2018,Braga CH,2726
2018,Portoroz CH,2724
2018,Panama City CH,2722
2018,Tampa FL $15K,2719
2018,Chennai CH,2715
2018,Alkmaar $15K,2707
2018,Leon CH,2702
2018,Poitiers $80K,2696
2018,Kaposvar $15K,2693
2018,St.Brieuc CH,2690
2018,Kitzbuhel,2690
2018,Jinan $60K,2689
2018,Nules $15K,2686
2018,Karuizawa $25K,2684
2018,Kyoto CH,2684
2018,Florence  CH,2680
2018,Quanzhou $60K,2680
2018,Poznan CH,2679
2018,Dobrich $25K,2672
2018,Suzhou $100K,2669
2018,Ceuta $15K,2655
2018,Setubal $25K,2648
2018,Padova CH,2646
2018,Honolulu HI $60K,2633
2018,Taipei CH,2632
2018,Aptos CH,2627
2018,Braunschweig $25K,2623
2018,Blois CH,2618
2018,Cary CH,2616
2018,Guiyang $25K,2601
2018,Houston CH,2594
2018,Luzhou $25K,2586
2018,Guayaquil CH,2579
2018,Montevideo CH,2578
2018,Contrexeville $100K,2575
2018,Villa Dolores $15K,2557
2018,Fergana CH,2556
2018,Knokke $15K,2552
2018,Cuneo $15K,2550
2018,Samarkand CH,2547
2018,Las Vegas NV $80K,2545
2018,New Haven,2544
2018,Gonesse $15K,2524
2018,Toowoomba $25K,2512
2018,Alicante CH,2510
2018,Valencia $60K,2500
2018,Dijon $15K,2495
2018,Sevilla CH,2480
2018,Milan CH,2478
2018,Bhopal $15K,2473
2018,Amiens $15K,2463
2018,Herzlia $15K,2451
2018,Tianjin $25K,2447
2018,Atlanta,2447
2018,Gatineau $25K,2445
2018,Antwerp,2443
2018,Meerbusch CH,2434
2018,Mallorca,2420
2018,Budapest CH,2410
2018,Sangju $15K,2407
2018,Dublin $15K,2402
2018,Liuzhou CH,2387
2018,Telavi $15K,2386
2018,Nottingham,2385
2018,Lisbon CH,2385
2018,Darwin $60K,2382
2018,Hong Kong $25K,2380
2018,San Jose,2377
2018,Nanning $25K,2369
2018,Pune CH,2363
2018,Sofia $25K,2331
2018,Linz,2325
2018,Bethany Beach DE $25K,2320
2018,Mildura $25K,2311
2018,Savitaipale $15K,2296
2018,Ofakim $15K,2288
2018,Xiamen $15K,2264
2018,Glasgow $25K,2262
2018,Puerto Vallarta CH,2235
2018,Monterrey CH,2228
2018,Porto $25K,2224
2018,Rome $25K,2190
2018,Haren $15K,2185
2018,Asuncion $15K,2168
2018,Limoges,2145
2018,Den Haag $15K,2139
2018,Kaltenkirchen $15K,2137
2018,Drummondville CH,2132
2018,Almaty $25K,2109
2018,Montemor O Novo $15K,2053
2018,W25 Playford,1982
2018,Ortisei CH,1952
2018,Vienna,1941
2018,Varna $15K,1931
2018,Baton Rouge LA $25K,1899
2018,Santo Domingo CH,1818
2018,Southsea $100K,1717
2018,Knoxville CH,1647
2018,Cairns $25K,1556
2018,Prague,1542
2018,Nanchang,1471
2018,Les Franqueses del Valles $25K,1428
2018,Zhuhai,1148
2018,Astana $80K,1015
2018,Tour Finals,876
2018,Singapore,598
2018,Fed Cup WG R1: BEL vs ITA,578
2018,Fed Cup WG2 R1: UKR vs AUS,572
2018,Davis Cup G2 R2: MEX vs PER,563
2018,Fed Cup WG R1: NED vs USA,551
2018,Davis Cup G1 R1: KOR vs PAK,546
2018,Davis Cup G2 R1: TUN vs FIN,532
2018,Davis Cup G1 R2: POR vs SWE,519
2018,Davis Cup WG PO: AUT vs AUS,503
2018,Davis Cup G2 R1: ROU vs LUX,501
2018,Davis Cup G2 R1: LBN vs TPE,495
2018,Davis Cup WG R1: CAN vs CRO,494
2018,Davis Cup G2 R1: SLO vs POL,491
2018,Davis Cup G1 R2: PAK vs UZB,491
2018,Davis Cup G2 R1: IRL vs DEN,484
2018,Davis Cup G2 R3: EGY vs FIN,483
2018,Davis Cup WG SF: CRO vs USA,482
2018,Davis Cup G2 R1: PUR vs MEX,479
2018,Davis Cup WG PO: JPN vs BIH,476
2018,Davis Cup G1 R2: BIH vs SVK,475
2018,Davis Cup WG PO: SUI vs SWE,471
2018,Davis Cup WG SF: FRA vs ESP,470
2018,Fed Cup WG2 R1: UKR vs CAN,465
2018,Davis Cup G2 R1: BOL vs PER,463
2018,Davis Cup G1 R1: AUT vs BLR,462
2018,Davis Cup G1 R1: COL vs BAR,461
2018,Fed Cup WG2 R1: CAN vs ROU,460
2018,Davis Cup G1 R2: CZE vs ISR,458
2018,Fed Cup WG R1: BLR vs SVK,456
2018,Davis Cup WG R1: KAZ vs SUI,455
2018,Fed Cup WG SF: FRA vs USA,455
2018,Fed Cup WG R1: BEL vs FRA,451
2018,Davis Cup G2 R1: IRI vs HKG,450
2018,ATP Next Gen Finals,447
2018,Davis Cup G1 R1: CHN vs NZL,444
2018,Fed Cup WG R1: SUI vs ROU,442
2018,Davis Cup WG PO: SRB vs IND,441
2018,Fed Cup WG F: CZE vs USA,441
2018,Davis Cup WG R1: HUN vs BEL,438
2018,Davis Cup G2 R2: HKG vs LBN,436
2018,Fed Cup WG2 R1: ESP vs PAR,432
2018,Davis Cup G2 R2: FIN vs LTU,432
2018,Davis Cup WG PO: CAN vs NED,431
2018,Davis Cup WG R1: USA vs SRB,428
2018,Davis Cup G1 R2: ARG vs CHI,426
2018,Davis Cup G2 R1: VEN vs GUA,421
2018,Davis Cup G2 R2: ROU vs MAR,419
2018,Davis Cup G1 R2: COL vs BRA,419
2018,Fed Cup WG R1: NED vs AUS,417
2018,Davis Cup G2 R2: VEN vs URU,416
2018,Davis Cup WG QF: ESP vs GER,412
2018,Davis Cup WG QF: USA vs BEL,410
2018,Fed Cup WG2 R1: RUS vs SVK,410
2018,Davis Cup WG PO: ARG vs COL,403
2018,Davis Cup WG F: FRA vs CRO,402
2018,Davis Cup G2 R1: GEO vs MAR,397
2018,Davis Cup G2 R2: EGY vs DEN,396
2018,Davis Cup G1 R2: AUT vs RUS,391
2018,Davis Cup G2 R1: EST vs LTU,390
2018,Davis Cup WG PO: GBR vs UZB,389
2018,Davis Cup G2 R3: URU vs MEX,377
2018,Davis Cup G1 R1: DOM vs BRA,375
2018,Davis Cup WG R1: ITA vs JPN,375
2018,Davis Cup G2 R1: TUR vs ZIM,373
2018,Davis Cup WG PO: HUN vs CZE,371
2018,Fed Cup WG2 R1: RUS vs LAT,367
2018,Davis Cup G2 R2: POL vs ZIM,363
2018,Davis Cup G1 R1: CHI vs ECU,356
2018,Davis Cup WG R1: GBR vs ESP,354
2018,Davis Cup G2 R3: THA vs LBN,352
2018,Davis Cup G2 R3: ROU vs POL,350
2018,Davis Cup G2 R1: ESA vs URU,345
2018,Davis Cup G1 R1: UKR vs SWE,344
2018,Fed Cup WG SF: GER vs CZE,341
2018,Fed Cup WG2 R1: ESP vs ITA,337
2018,Fed Cup WG R1: BLR vs GER,335
2018,Davis Cup WG QF: FRA vs ITA,333
2018,Davis Cup G1 R2: IND vs CHN,324
2018,Davis Cup G2 R1: EGY vs NOR,323
2018,Davis Cup WG R1: FRA vs NED,320
2018,Fed Cup WG2 R1: GBR vs JPN,318
2018,Davis Cup WG R1: AUS vs GER,315
2018,Davis Cup G1 R1: RSA vs ISR,313
2018,Fed Cup WG R1: CZE vs SUI,310
2018,Fed Cup G2 RR: DEN vs GRE,302
2018,Fed Cup G2 PM: DOM vs CUB,295
2018,Fed Cup G2 RR: BOL vs BER,288
2018,Fed Cup G1 PPO: GBR vs HUN,281
2018,Davis Cup G2 R2: THA vs PHI,278
2018,Davis Cup WG QF: KAZ vs CRO,274
2018,Fed Cup G2 RR: NOR vs ISR,261
2018,Davis Cup G2 R1: PHI vs INA,261
2018,Fed Cup G1 RR: ARG vs VEN,260
2018,Fed Cup G1 PM: COL vs ARG,249
2018,Fed Cup G1 PM: EST vs CRO,249
2018,Fed Cup G1 PM: BUL vs POL,245
2018,Fed Cup G2 PPO: ECU vs BAH,239
2018,Fed Cup G1 RR: GBR vs POR,236
2018,Davis Cup G2 R1: THA vs SRI,234
2018,Fed Cup G1 RR: JPN vs THA,233
2018,Fed Cup G1 RR: GEO vs BUL,233
2018,Fed Cup G1 RR: TPE vs KOR,232
2018,Fed Cup G2 PM: LBN vs SRI,231
2018,Fed Cup G1 REL: IND vs TPE,231
2018,Fed Cup G1 RR: KAZ vs CHN,229
2018,Fed Cup G2 RR: PHI vs KGZ,229
2018,Fed Cup G2 PM: PHI vs OMA,227
2018,Fed Cup G2 RR: BIH vs ISR,226
2018,Fed Cup G2 RR: CUB vs URU,226
2018,Fed Cup G2 RR: INA vs BRN,226
2018,Fed Cup G2 RR: BOL vs TTO,225
2018,Fed Cup G2 PM: HON vs TTO,224
2018,Fed Cup G1 PPO: SRB vs LAT,224
2018,Fed Cup G1 RR: SLO vs SWE,223
2018,Fed Cup G2 RR: INA vs SRI,222
2018,Fed Cup G2 RR: MAS vs IRI,222
2018,Fed Cup G2 PM: NZL vs PAK,222
2018,Fed Cup G2 RR: NZL vs LBN,221
2018,Fed Cup G1 PPO: PAR vs BRA,221
2018,Fed Cup G1 RR: SRB vs BUL,217
2018,Fed Cup G1 RR: TUR vs LAT,215
2018,Fed Cup G2 RR: ECU vs CRC,213
2018,Fed Cup G2 RR: LUX vs ISR,213
2018,Fed Cup G2 RR: PHI vs SGP,211
2018,Fed Cup G1 REL: THA vs HKG,211
2018,Fed Cup G1 RR: POL vs TUR,211
2018,Fed Cup G2 RR: EGY vs GRE,210
2018,Fed Cup G1 RR: HUN vs SWE,209
2018,Fed Cup G1 RR: CRO vs SWE,208
2018,Fed Cup G1 RR: IND vs HKG,207
2018,Fed Cup G2 RR: UZB vs LBN,207
2018,Fed Cup G1 RR: CHI vs COL,207
2018,Fed Cup G2 RR: POC vs IRI,205
2018,Fed Cup G1 RR: KAZ vs IND,200
2018,Fed Cup G2 REL: EGY vs BIH,200
2018,Fed Cup G2 PM: KGZ vs MAS,200
2018,Fed Cup G2 RR: PER vs URU,196
2018,Fed Cup G2 RR: CRC vs HON,194
2018,Fed Cup G1 RR: ARG vs GUA,193
2018,Fed Cup G2 RR: SRI vs BRN,192
2018,Fed Cup G2 PPO: MEX vs PER,192
2018,Fed Cup G1 RR: HUN vs SLO,192
2018,Fed Cup G2 RR: BOL vs BAH,192
2018,Fed Cup G2 RR: POC vs OMA,192
2018,Fed Cup G1 REL: POR vs SWE,192
2018,Fed Cup G2 RR: BRN vs PAK,189
2018,Fed Cup G2 RR: UZB vs NZL,189
2018,Fed Cup G2 RR: MEX vs DOM,188
2018,Fed Cup G2 RR: INA vs PAK,188
2018,Fed Cup G1 RR: CHN vs IND,187
2018,Fed Cup G1 RR: JPN vs KOR,185
2018,Fed Cup G2 RR: PER vs CUB,185
2018,Fed Cup G1 RR: ARG vs BRA,185
2018,Fed Cup G2 PPO: GRE vs LUX,182
2018,Fed Cup G2 RR: BIH vs LUX,181
2018,Fed Cup G2 RR: NOR vs LUX,179
2018,Fed Cup G2 RR: DEN vs EGY,179
2018,Fed Cup G1 RR: POL vs AUT,178
2018,Fed Cup G1 RR: THA vs KOR,177
2018,Fed Cup G1 RR: POL vs LAT,175
2018,Fed Cup G2 PPO: SGP vs POC,175
2018,Fed Cup G1 PPO: KAZ vs JPN,175
2018,Fed Cup G1 RR: CRO vs HUN,174
2018,Fed Cup G1 RR: TPE vs JPN,173
2018,Fed Cup G2 RR: SGP vs KGZ,169
2018,Fed Cup G1 REL: CHI vs VEN,167
2018,Fed Cup G2 RR: MAS vs POC,165
2018,Fed Cup G1 RR: SRB vs GEO,164
2018,Fed Cup G2 RR: MAS vs OMA,164
2018,Fed Cup G1 RR: TUR vs AUT,163
2018,Fed Cup G1 RR: TPE vs THA,162
2018,Fed Cup G1 RR: KAZ vs HKG,162
2018,Fed Cup G1 RR: CHN vs HKG,162
2018,Fed Cup G1 RR: BRA vs VEN,158
2018,Fed Cup G2 RR: MEX vs BAR,158
2018,Fed Cup G2 PPO: DEN vs ISR,156
2018,Fed Cup G1 RR: GBR vs EST,155
2018,Fed Cup G1 RR: PAR vs CHI,154
2018,Fed Cup G1 RR: BRA vs GUA,153
2018,Fed Cup G2 PPO: UZB vs INA,152
