tourney_id,old_tourney_id,date_id,tourney_name,surface,draw_size,tourney_level,tourney_spectators,tourney_revenue
2706,2019-1075,20190923,Wuhan,Hard,64,P,8503,1734432.78
2707,2019-1076,20191007,Tianjin,Hard,32,I,2986,553005.32
2708,2019-1077,20190909,Nanchang,Hard,32,I,3570,721227.85
2709,2019-1079,20190715,Bucharest,Clay,32,I,2646,481367.07
2710,2019-1080,20190610,Nottingham,Grass,32,I,2993,572985.04
2711,2019-1081,20191022,Zhuhai,Hard,12,F,1273,269547.62
2712,2019-1082,20190429,Prague,Clay,32,I,2659,537100.69
2713,2019-1086,20190128,St. Petersburg,Hard,32,P,3963,854226.66
2714,2019-1090,20190603,Bol,Clay,32,I,3302,646113.25
2715,2019-1091,20190617,Mallorca,Grass,32,I,3223,596542.68
2716,2019-1094,20190715,Lausanne,Clay,32,I,4134,706341.18
2717,2019-1096,20190128,Hua Hin,Hard,32,I,3393,675789.42
2718,2019-1097,20190218,Budapest,Hard,32,I,3060,620390.94
2719,2019-1101,20190408,Lugano,Clay,32,I,3441,610615.38
2720,2019-1102,20190121,Newport Beach,Hard,64,I,6550,1019737.49
2721,2019-2006,20190722,Jurmala,Clay,32,I,2548,592356.13
2722,2019-2008,20190909,Zhengzhou,Hard,32,P,3396,819984.87
2723,2019-2010,20190819,New York,Hard,32,I,2954,632764.84
2724,2019-W-FC-2019-G1-AM-A-M-COL-ECU-01,20190208,Fed Cup G1 RR: COL vs ECU,Clay,2,D,230,45052.68
2725,2019-W-FC-2019-G1-AM-A-M-MEX-COL-01,20190206,Fed Cup G1 RR: MEX vs COL,Clay,2,D,218,42797.37
2726,2019-W-FC-2019-G1-AM-A-M-MEX-ECU-01,20190207,Fed Cup G1 RR: MEX vs ECU,Clay,2,D,214,41934.19
2727,2019-W-FC-2019-G1-AM-A-M-PAR-COL-01,20190207,Fed Cup G1 RR: PAR vs COL,Clay,2,D,293,61892.67
2728,2019-W-FC-2019-G1-AM-A-M-PAR-ECU-01,20190206,Fed Cup G1 RR: PAR vs ECU,Clay,2,D,247,49060.08
2729,2019-W-FC-2019-G1-AM-A-M-PAR-MEX-01,20190208,Fed Cup G1 RR: PAR vs MEX,Clay,2,D,243,47808.59
2730,2019-W-FC-2019-G1-AM-B-M-ARG-BRA-01,20190208,Fed Cup G1 RR: ARG vs BRA,Clay,2,D,170,34134.7
2731,2019-W-FC-2019-G1-AM-B-M-ARG-CHI-01,20190207,Fed Cup G1 RR: ARG vs CHI,Clay,2,D,175,36103.81
2732,2019-W-FC-2019-G1-AM-B-M-ARG-PUR-01,20190206,Fed Cup G1 RR: ARG vs PUR,Clay,2,D,148,29765.27
2733,2019-W-FC-2019-G1-AM-B-M-BRA-CHI-01,20190206,Fed Cup G1 RR: BRA vs CHI,Clay,2,D,236,47785.78
2734,2019-W-FC-2019-G1-AM-B-M-BRA-PUR-01,20190207,Fed Cup G1 RR: BRA vs PUR,Clay,2,D,173,33836.1
2735,2019-W-FC-2019-G1-AM-B-M-CHI-PUR-01,20190208,Fed Cup G1 RR: CHI vs PUR,Clay,2,D,171,32031.85
2736,2019-W-FC-2019-G1-AM-PP3-4-MEX-CHI-01,20190209,Fed Cup G1 PM: MEX vs CHI,Clay,2,D,155,31309.01
2737,2019-W-FC-2019-G1-AM-PPO-PAR-BRA-01,20190209,Fed Cup G1 PPO: PAR vs BRA,Clay,2,D,244,48583.16
2738,2019-W-FC-2019-G1-AM-REL-COL-PUR-01,20190209,Fed Cup G1 REL: COL vs PUR,Clay,2,D,253,52417.72
2739,2019-W-FC-2019-G1-AM-REL-ECU-ARG-01,20190209,Fed Cup G1 REL: ECU vs ARG,Clay,2,D,127,24335.34
2740,2019-W-FC-2019-G1-AO-A-M-IND-THA-01,20190207,Fed Cup G1 RR: IND vs THA,Hard,2,D,209,41873.11
2741,2019-W-FC-2019-G1-AO-A-M-KAZ-IND-01,20190208,Fed Cup G1 RR: KAZ vs IND,Hard,2,D,189,37187.72
2742,2019-W-FC-2019-G1-AO-A-M-KAZ-THA-01,20190206,Fed Cup G1 RR: KAZ vs THA,Hard,2,D,231,46957.28
2743,2019-W-FC-2019-G1-AO-B-M-CHN-INA-01,20190208,Fed Cup G1 RR: CHN vs INA,Hard,2,D,124,24685.0
2744,2019-W-FC-2019-G1-AO-B-M-CHN-KOR-01,20190207,Fed Cup G1 RR: CHN vs KOR,Hard,2,D,205,41644.45
2745,2019-W-FC-2019-G1-AO-B-M-CHN-POC-01,20190206,Fed Cup G1 RR: CHN vs POC,Hard,2,D,166,30999.74
2746,2019-W-FC-2019-G1-AO-B-M-INA-POC-01,20190207,Fed Cup G1 RR: INA vs POC,Hard,2,D,225,45273.62
2747,2019-W-FC-2019-G1-AO-B-M-KOR-INA-01,20190206,Fed Cup G1 RR: KOR vs INA,Hard,2,D,133,27156.62
2748,2019-W-FC-2019-G1-AO-B-M-KOR-POC-01,20190208,Fed Cup G1 RR: KOR vs POC,Hard,2,D,229,46843.31
2749,2019-W-FC-2019-G1-AO-PP3-4-IND-KOR-01,20190209,Fed Cup G1 PM: IND vs KOR,Hard,2,D,136,27634.9
2750,2019-W-FC-2019-G1-AO-PPO-CHN-KAZ-01,20190209,Fed Cup G1 PPO: CHN vs KAZ,Hard,2,D,253,51846.41
2751,2019-W-FC-2019-G1-AO-REL-INA-THA-01,20190209,Fed Cup G1 REL: INA vs THA,Hard,2,D,239,47344.53
2752,2019-W-FC-2019-G1-EPA-A-A-M-POL-DEN-01,20190208,Fed Cup G1 RR: POL vs DEN,Hard,2,D,150,30039.67
2753,2019-W-FC-2019-G1-EPA-A-A-M-RUS-DEN-01,20190207,Fed Cup G1 RR: RUS vs DEN,Hard,2,D,271,52160.23
2754,2019-W-FC-2019-G1-EPA-A-A-M-RUS-POL-01,20190206,Fed Cup G1 RR: RUS vs POL,Hard,2,D,285,52786.17
2755,2019-W-FC-2019-G1-EPA-A-B-M-BUL-SWE-01,20190208,Fed Cup G1 RR: BUL vs SWE,Hard,2,D,219,44868.37
2756,2019-W-FC-2019-G1-EPA-A-B-M-EST-BUL-01,20190206,Fed Cup G1 RR: EST vs BUL,Hard,2,D,192,38040.72
2757,2019-W-FC-2019-G1-EPA-A-B-M-EST-SWE-01,20190207,Fed Cup G1 RR: EST vs SWE,Hard,2,D,216,43885.57
2758,2019-W-FC-2019-G1-EPA-A-B-M-UKR-BUL-01,20190207,Fed Cup G1 RR: UKR vs BUL,Hard,2,D,259,50557.83
2759,2019-W-FC-2019-G1-EPA-A-B-M-UKR-EST-01,20190208,Fed Cup G1 RR: UKR vs EST,Hard,2,D,160,31947.18
2760,2019-W-FC-2019-G1-EPA-A-B-M-UKR-SWE-01,20190206,Fed Cup G1 RR: UKR vs SWE,Hard,2,D,170,32193.9
2761,2019-W-FC-2019-G1-EPA-A-PP3-4-POL-UKR-01,20190209,Fed Cup G1 PM: POL vs UKR,Hard,2,D,233,44664.96
2762,2019-W-FC-2019-G1-EPA-A-PPO-RUS-SWE-01,20190209,Fed Cup G1 PPO: RUS vs SWE,Hard,2,D,198,37446.86
2763,2019-W-FC-2019-G1-EPA-A-REL-DEN-EST-01,20190209,Fed Cup G1 REL: DEN vs EST,Hard,2,D,213,40531.24
2764,2019-W-FC-2019-G1-EPA-B-A-M-GBR-GRE-01,20190207,Fed Cup G1 RR: GBR vs GRE,Hard,2,D,228,45732.76
2765,2019-W-FC-2019-G1-EPA-B-A-M-GBR-HUN-01,20190208,Fed Cup G1 RR: GBR vs HUN,Hard,2,D,235,44716.08
2766,2019-W-FC-2019-G1-EPA-B-A-M-GBR-SLO-01,20190206,Fed Cup G1 RR: GBR vs SLO,Hard,2,D,240,48644.79
2767,2019-W-FC-2019-G1-EPA-B-A-M-GRE-SLO-01,20190208,Fed Cup G1 RR: GRE vs SLO,Hard,2,D,214,41872.58
2768,2019-W-FC-2019-G1-EPA-B-A-M-HUN-GRE-01,20190206,Fed Cup G1 RR: HUN vs GRE,Hard,2,D,168,35610.46
2769,2019-W-FC-2019-G1-EPA-B-A-M-HUN-SLO-01,20190207,Fed Cup G1 RR: HUN vs SLO,Hard,2,D,207,43225.56
2770,2019-W-FC-2019-G1-EPA-B-B-M-CRO-GEO-01,20190207,Fed Cup G1 RR: CRO vs GEO,Hard,2,D,155,31286.41
2771,2019-W-FC-2019-G1-EPA-B-B-M-CRO-TUR-01,20190206,Fed Cup G1 RR: CRO vs TUR,Hard,2,D,242,48142.09
2772,2019-W-FC-2019-G1-EPA-B-B-M-SRB-CRO-01,20190208,Fed Cup G1 RR: SRB vs CRO,Hard,2,D,120,23570.03
2773,2019-W-FC-2019-G1-EPA-B-B-M-SRB-GEO-01,20190206,Fed Cup G1 RR: SRB vs GEO,Hard,2,D,227,46085.79
2774,2019-W-FC-2019-G1-EPA-B-B-M-SRB-TUR-01,20190207,Fed Cup G1 RR: SRB vs TUR,Hard,2,D,258,52816.66
2775,2019-W-FC-2019-G1-EPA-B-B-M-TUR-GEO-01,20190208,Fed Cup G1 RR: TUR vs GEO,Hard,2,D,219,44226.95
2776,2019-W-FC-2019-G1-EPA-B-PP5-8-GRE-TUR-01,20190209,Fed Cup G1 PM: GRE vs TUR,Hard,2,D,198,41166.17
2777,2019-W-FC-2019-G1-EPA-B-PP5-8-HUN-CRO-01,20190209,Fed Cup G1 PM: HUN vs CRO,Hard,2,D,234,44524.34
2778,2019-W-FC-2019-G1-EPA-B-PPO-GBR-SRB-01,20190209,Fed Cup G1 PPO: GBR vs SRB,Hard,2,D,205,41292.43
2779,2019-W-FC-2019-G1-EPA-B-REL-SLO-GEO-01,20190209,Fed Cup G1 REL: SLO vs GEO,Hard,2,D,231,50666.98
2780,2019-W-FC-2019-G2-AM-A-A-M-BOL-PAN-01,20190418,Fed Cup G2 RR: BOL vs PAN,Clay,2,D,144,28154.53
2781,2019-W-FC-2019-G2-AM-A-A-M-PER-BOL-01,20190419,Fed Cup G2 RR: PER vs BOL,Clay,2,D,250,52269.95
2782,2019-W-FC-2019-G2-AM-A-A-M-PER-PAN-01,20190417,Fed Cup G2 RR: PER vs PAN,Clay,2,D,200,41650.31
2783,2019-W-FC-2019-G2-AM-A-B-M-BAH-BAR-01,20190417,Fed Cup G2 RR: BAH vs BAR,Clay,2,D,205,39823.58
2784,2019-W-FC-2019-G2-AM-A-B-M-BAH-TTO-01,20190419,Fed Cup G2 RR: BAH vs TTO,Clay,2,D,158,31191.41
2785,2019-W-FC-2019-G2-AM-A-B-M-TTO-BAR-01,20190418,Fed Cup G2 RR: TTO vs BAR,Clay,2,D,148,29772.73
2786,2019-W-FC-2019-G2-AM-A-PP3-4-BOL-TTO-01,20190420,Fed Cup G2 PM: BOL vs TTO,Clay,2,D,142,27487.43
2787,2019-W-FC-2019-G2-AM-A-PP5-6-BAR-PAN-01,20190420,Fed Cup G2 PM: BAR vs PAN,Clay,2,D,161,32439.41
2788,2019-W-FC-2019-G2-AM-A-PPO-PER-BAH-01,20190420,Fed Cup G2 PPO: PER vs BAH,Clay,2,D,193,37584.79
2789,2019-W-FC-2019-G2-AM-B-A-M-CUB-DOM-01,20190420,Fed Cup G2 RR: CUB vs DOM,Hard,2,D,138,28736.09
2790,2019-W-FC-2019-G2-AM-B-A-M-CUB-URU-01,20190418,Fed Cup G2 RR: CUB vs URU,Hard,2,D,246,45518.1
2791,2019-W-FC-2019-G2-AM-B-A-M-DOM-URU-01,20190417,Fed Cup G2 RR: DOM vs URU,Hard,2,D,250,50789.41
2792,2019-W-FC-2019-G2-AM-B-A-M-GUA-CUB-01,20190417,Fed Cup G2 RR: GUA vs CUB,Hard,2,D,237,47268.34
2793,2019-W-FC-2019-G2-AM-B-A-M-GUA-DOM-01,20190416,Fed Cup G2 RR: GUA vs DOM,Hard,2,D,212,41354.54
2794,2019-W-FC-2019-G2-AM-B-A-M-GUA-URU-01,20190419,Fed Cup G2 RR: GUA vs URU,Hard,2,D,204,41323.33
2795,2019-W-FC-2019-G2-AM-B-A-M-VEN-CUB-01,20190419,Fed Cup G2 RR: VEN vs CUB,Hard,2,D,118,24467.81
2796,2019-W-FC-2019-G2-AM-B-A-M-VEN-DOM-01,20190418,Fed Cup G2 RR: VEN vs DOM,Hard,2,D,220,43551.53
2797,2019-W-FC-2019-G2-AM-B-A-M-VEN-GUA-01,20190420,Fed Cup G2 RR: VEN vs GUA,Hard,2,D,273,56526.49
2798,2019-W-FC-2019-G2-AM-B-A-M-VEN-URU-01,20190416,Fed Cup G2 RR: VEN vs URU,Hard,2,D,208,42525.12
2799,2019-W-FC-2019-G2-EPA-A-M-AUT-BIH-01,20190208,Fed Cup G2 RR: AUT vs BIH,Hard,2,D,217,39923.16
2800,2019-W-FC-2019-G2-EPA-A-M-AUT-TUN-01,20190206,Fed Cup G2 RR: AUT vs TUN,Hard,2,D,182,36168.24
2801,2019-W-FC-2019-G2-EPA-A-M-BIH-TUN-01,20190207,Fed Cup G2 RR: BIH vs TUN,Hard,2,D,224,44660.65
2802,2019-W-FC-2019-G2-EPA-B-M-ISR-LUX-01,20190208,Fed Cup G2 RR: ISR vs LUX,Hard,2,D,188,39016.62
2803,2019-W-FC-2019-G2-EPA-B-M-ISR-POR-01,20190206,Fed Cup G2 RR: ISR vs POR,Hard,2,D,143,27246.36
2804,2019-W-FC-2019-G2-EPA-B-M-ISR-RSA-01,20190207,Fed Cup G2 RR: ISR vs RSA,Hard,2,D,211,39432.25
2805,2019-W-FC-2019-G2-EPA-B-M-LUX-POR-01,20190207,Fed Cup G2 RR: LUX vs POR,Hard,2,D,193,39027.88
2806,2019-W-FC-2019-G2-EPA-B-M-LUX-RSA-01,20190206,Fed Cup G2 RR: LUX vs RSA,Hard,2,D,207,40209.75
2807,2019-W-FC-2019-G2-EPA-B-M-POR-RSA-01,20190208,Fed Cup G2 RR: POR vs RSA,Hard,2,D,168,32339.62
2808,2019-W-FC-2019-G2-EPA-PPO-AUT-ISR-01,20190209,Fed Cup G2 PPO: AUT vs ISR,Hard,2,D,223,45214.09
2809,2019-W-FC-2019-G2-EPA-PPO-LUX-TUN-01,20190209,Fed Cup G2 PPO: LUX vs TUN,Hard,2,D,152,30298.69
2810,2019-W-FC-2019-G2-EPA-REL-BIH-POR-01,20190209,Fed Cup G2 REL: BIH vs POR,Hard,2,D,203,40873.61
2811,2019-W-FC-2019-WG2-M-CAN-NED-01,20190209,Fed Cup WG2 R1: CAN vs NED,Clay,4,D,361,71016.07
2812,2019-W-FC-2019-WG2-M-ESP-JPN-01,20190209,Fed Cup WG2 R1: ESP vs JPN,Hard,4,D,309,64491.13
2813,2019-W-FC-2019-WG2-M-SUI-ITA-01,20190209,Fed Cup WG2 R1: SUI vs ITA,Hard,4,D,316,63318.67
2814,2019-W-FC-2019-WG2-M-SVK-LAT-01,20190209,Fed Cup WG2 R1: SVK vs LAT,Hard,4,D,394,77176.52
2815,2019-W-FC-2019-WG2-PO-GBR-KAZ-01,20190420,Fed Cup WG2 R1: GBR vs KAZ,Hard,4,D,417,84764.13
2816,2019-W-FC-2019-WG2-PO-JPN-NED-01,20190420,Fed Cup WG2 R1: JPN vs NED,Hard,4,D,392,80802.31
2817,2019-W-FC-2019-WG2-PO-RUS-ITA-01,20190420,Fed Cup WG2 R1: RUS vs ITA,Clay,4,D,435,93196.33
2818,2019-W-FC-2019-WG2-PO-SVK-BRA-01,20190420,Fed Cup WG2 R1: SVK vs BRA,Clay,4,D,441,93212.74
2819,2019-W-FC-2019-WG-M-AUS-USA-01,20190209,Fed Cup WG R1: AUS vs USA,Hard,4,D,332,66895.16
2820,2019-W-FC-2019-WG-M-BLR-AUS-01,20190420,Fed Cup WG SF: BLR vs AUS,Hard,4,D,404,85991.83
2821,2019-W-FC-2019-WG-M-CZE-ROU-01,20190209,Fed Cup WG R1: CZE vs ROU,Hard,4,D,531,101678.71
2822,2019-W-FC-2019-WG-M-FRA-AUS-01,20191109,Fed Cup WG F: FRA vs AUS,Hard,4,D,401,83523.75
2823,2019-W-FC-2019-WG-M-FRA-BEL-01,20190209,Fed Cup WG R1: FRA vs BEL,Hard,4,D,319,63452.11
2824,2019-W-FC-2019-WG-M-GER-BLR-01,20190209,Fed Cup WG R1: GER vs BLR,Hard,4,D,428,83509.76
2825,2019-W-FC-2019-WG-M-ROU-FRA-01,20190420,Fed Cup WG SF: ROU vs FRA,Clay,4,D,413,85613.18
2826,2019-W-FC-2019-WG-PO-BEL-ESP-01,20190420,Fed Cup WG R1: BEL vs ESP,Hard,4,D,424,84721.64
2827,2019-W-FC-2019-WG-PO-CZE-CAN-01,20190420,Fed Cup WG R1: CZE vs CAN,Clay,4,D,316,65136.09
2828,2019-W-FC-2019-WG-PO-LAT-GER-01,20190419,Fed Cup WG R1: LAT vs GER,Hard,4,D,489,103306.76
2829,2019-W-FC-2019-WG-PO-USA-SUI-01,20190420,Fed Cup WG R1: USA vs SUI,Hard,4,D,331,64630.42
2830,2021-2028,20210106,Abu Dhabi,Hard,64,P,6175,1576751.99
2831,2021-2029,20210131,Gippsland Trophy,Hard,54,P,5529,1106978.33
2832,2021-2026,20210131,Yarra Valley Classic,Hard,64,P,4573,526427.28
2833,2021-2032,20210203,Grampians Trophy,Hard,32,P,1961,362610.8
2834,2021-2027,20210213,Phillip Island Trophy,Hard,64,I,7543,1733996.71
2835,2021-2030,20210222,Adelaide,Hard,32,P,3420,660259.04
2836,2021-1003,20210301,Doha,Hard,32,P,2987,585192.82
2837,2021-2011,20210301,Lyon,Hard,32,I,3243,641804.35
2838,2021-718,20210307,Dubai,Hard,64,P,6453,1523480.92
2839,2021-2002,20210308,Guadalajara,Hard,32,I,4149,877735.28
2840,2021-1039,20210315,Monterrey,Hard,32,I,3134,584631.38
2841,2021-1086,20210315,St. Petersburg,Hard,32,P,3205,828466.86
2842,2021-902,20210322,Miami,Hard,128,P,14753,3432382.98
2843,2021-894,20210405,Bogota,Clay,32,I,3037,574841.85
2844,2021-804,20210405,Charleston 1,Clay,64,P,6793,1207099.48
2845,2021-2033,20210412,Charleston 2,Clay,32,W,2886,547558.28
2846,2021-2020,20210419,Istanbul,Clay,32,I,3502,836737.37
2847,2021-1051,20210419,Stuttgart,Clay,32,P,3034,542144.01
2848,2021-1038,20210429,Madrid,Clay,64,P,5888,1054197.49
2849,2021-709,20210510,Rome,Clay,64,PM,7490,1595530.68
2850,2021-2035,20210517,Belgrade,Clay,32,W,4211,878199.04
2851,2021-2041,20210517,Parma,Clay,32,W,2640,495642.51
2852,2021-406,20210524,Strasbourg,Clay,32,W,3012,543587.01
2853,2021-1080,20210607,Nottingham,Grass,64,I,7378,951132.22
2854,2021-2012,20210614,Berlin,Grass,32,P,2723,542554.93
2855,2021-1052,20210614,Birmingham,Grass,32,I,2981,482065.28
2856,2021-2017,20210621,Bad Homburg,Grass,32,W,3066,646614.17
2857,2021-710,20210621,Eastbourne,Grass,32,W,4268,784169.31
2858,2021-2042,20210705,Hamburg,Clay,32,I,3184,780081.07
2859,2021-2036,20210712,Budapest,Clay,32,I,2052,317826.53
2860,2021-1094,20210712,Lausanne,Clay,32,I,3369,690721.73
2861,2021-1082,20210712,Prague,Hard,32,I,3889,751796.58
2862,2021-2037,20210719,Gdynia,Clay,32,I,3671,623848.55
2863,2021-466,20210719,Palermo,Clay,32,I,1816,415844.44
2864,2021-650,20210724,Tokyo Olympics,Hard,64,O,5689,1223921.19
2865,2021-2043,20210802,Cluj-Napoca,Clay,32,W,1731,321450.51
2866,2021-703,20210802,San Jose,Hard,32,W,3528,778483.09
2867,2021-806,20210809,Montreal,Hard,64,P,8077,1094101.37
2868,2021-1017,20210816,Cincinnati,Hard,64,P,8766,2246080.22
2869,2021-2047,20210823,Chicago,Hard,32,W,3292,689094.41
2870,2021-2040,20210823,Cleveland,Hard,32,W,3716,847358.95
2871,2021-W-FC-2021-POS-M-BRA-POL-01,20210417,BJK Cup Playoffs: BRA vs POL,Hard,4,D,416,79193.55
2872,2021-W-FC-2021-POS-M-CAN-SRB-01,20210417,BJK Cup Playoffs: CAN vs SRB,Hard,4,D,497,105905.82
2873,2021-W-FC-2021-POS-M-GBR-MEX-01,20210417,BJK Cup Playoffs: GBR vs MEX,Hard,4,D,267,54886.94
2874,2021-W-FC-2021-POS-M-JPN-UKR-01,20210417,BJK Cup Playoffs: JPN vs UKR,Clay,4,D,397,77189.88
2875,2021-W-FC-2021-POS-M-KAZ-ARG-01,20210417,BJK Cup Playoffs: KAZ vs ARG,Clay,4,D,434,92916.03
2876,2021-W-FC-2021-POS-M-LAT-IND-01,20210417,BJK Cup Playoffs: LAT vs IND,Hard,4,D,396,85253.49
2877,2021-W-FC-2021-POS-M-NED-CHN-01,20210417,BJK Cup Playoffs: NED vs CHN,Clay,4,D,306,58782.81
2878,2021-W-FC-2021-POS-M-ROU-ITA-01,20210417,BJK Cup Playoffs: ROU vs ITA,Hard,4,D,409,79774.19
2879,2019-0083,20191028,Eckental CH,Hard,64,C,3299,653134.62
2880,2019-0213,20190415,San Luis Potosi CH,Clay,64,C,7660,1567967.18
2881,2019-0221,20190722,Tampere CH,Clay,64,C,5904,794965.97
2882,2019-0228,20190708,Winnetka CH,Hard,64,C,4226,1024922.84
2883,2019-0363,20191104,Knoxville CH,Hard,64,C,8721,2493277.33
2884,2019-0398,20190211,Cherbourg CH,Hard,64,C,7099,1293219.04
2885,2019-0444,20191104,Bratislava CH,Hard,64,C,6914,1265587.11
2886,2019-0447,20190513,Samarkand CH,Clay,64,C,5404,1592419.79
2887,2019-0448,20190909,Szczecin CH,Clay,64,C,5375,1013146.08
2888,2019-0460,20190513,Heilbronn CH,Clay,64,C,8081,1726981.62
2889,2019-0467,20190805,Aptos CH,Hard,64,C,5296,1154503.42
2890,2019-0526,20190708,Braunschweig CH,Clay,64,C,7232,1105200.2
2891,2019-0544,20191104,Montevideo CH,Clay,64,C,5689,1136227.94
2892,2019-0558,20190603,Prostejov CH,Clay,64,C,8872,2506160.17
2893,2019-0586,20190729,Lexington CH,Hard,64,C,8171,968793.0
2894,2019-0600,20190722,Prague CH,Clay,64,C,9485,1468607.15
2895,2019-0603,20190617,Fergana CH,Hard,64,C,3285,539923.4
2896,2019-0637,20191111,Champaign-Urbana CH,Hard,64,C,6837,1470389.84
2897,2019-0670,20190722,Binghamton CH,Hard,64,C,5797,1331217.13
2898,2019-0692,20190422,Tallahassee CH,Clay,64,C,5053,1367295.11
2899,2019-0695,20190204,Dallas CH,Hard,64,C,4883,1042595.03
2900,2019-0783,20190729,Segovia CH,Hard,64,C,5331,1031379.3
2901,2019-0784,20190909,Seville CH,Clay,64,C,5356,772015.17
2902,2019-0786,20190603,Poznan CH,Clay,64,C,8030,1804610.67
2903,2019-0854,20190218,Bergamo CH,Hard,64,C,5929,1140824.84
2904,2019-0877,20190722,Granby CH,Hard,64,C,6948,893445.91
2905,2019-1539,20190422,Leon CH,Hard,64,C,4255,936766.3
2906,2019-1541,20190415,Tunis CH,Clay,64,C,4429,835568.54
2907,2019-1607,20190909,Banja Luka CH,Clay,64,C,7497,979372.63
2908,2019-1741,20190506,Busan CH,Hard,64,C,7614,1430477.15
2909,2019-1743,20190701,Recanati CH,Hard,64,C,5883,593215.38
2910,2019-1763,20190902,Genova CH,Clay,64,C,6282,778198.66
2911,2019-1768,20190923,Tiburon CH,Hard,64,C,6461,714066.54
2912,2019-1796,20190325,St. Brieuc CH,Hard,64,C,5505,1109339.34
2913,2019-1797,20190429,Ostrava CH,Clay,64,C,7005,1319287.02
2914,2019-2120,20190812,Cordenons CH,Clay,64,C,5944,1108131.58
2915,2019-2151,20190506,Rome CH,Clay,64,C,6694,1112027.78
2916,2019-2205,20181231,Noumea CH,Hard,64,C,6478,1360192.81
2917,2019-2273,20190923,Orleans CH,Hard,64,C,7226,1248820.96
2918,2019-2278,20190408,Taipei CH,Hard,64,C,8491,1628879.32
2919,2019-3406,20190304,Santiago CH,Clay,64,C,4309,733655.38
2920,2019-3463,20190624,Milan CH,Clay,64,C,5169,975709.2
2921,2019-3473,20190826,Como CH,Clay,64,C,5290,960216.23
2922,2019-3503,20190121,Rennes CH,Hard,64,C,6959,1240637.74
2923,2019-3618,20190715,Nur-Sultan CH,Hard,64,C,4598,957867.61
2924,2019-3627,20190819,L'Aquila CH,Clay,64,C,8342,2175221.03
2925,2019-3824,20190429,Bordeaux CH,Clay,64,C,5828,980429.95
2926,2019-3945,20190715,San Benedetto CH,Clay,64,C,6711,1601404.89
2927,2019-5018,20190121,Burnie CH,Hard,64,C,6339,1840867.64
2928,2019-5047,20190211,Bangkok CH,Hard,64,C,7445,1396878.21
2929,2019-5067,20190429,Savannah CH,Clay,64,C,6698,1191761.98
2930,2019-5069,20190415,Sarasota CH,Clay,64,C,3874,582444.53
2931,2019-6055,20191028,Charlottesville CH,Hard,64,C,7246,870543.53
2932,2019-6204,20191111,Ortisei CH,Hard,64,C,6004,1210830.49
2933,2019-6239,20190128,Quimper CH,Hard,64,C,7125,1389637.28
2934,2019-6307,20190930,Campinas CH,Clay,64,C,6837,1591141.27
2935,2019-6313,20190909,Shanghai CH,Hard,64,C,4881,898738.8
2936,2019-6490,20190916,Kaohsiung CH,Hard,64,C,7113,1167361.28
2937,2019-6572,20190415,Anning CH,Clay,64,C,6905,1403245.06
2938,2019-6579,20191021,Lima CH,Clay,64,C,5578,1104661.16
2939,2019-6590,20190916,Sibiu CH,Clay,64,C,6724,1008994.3
2940,2019-6626,20190225,Yokohama CH,Hard,64,C,7772,1723959.08
2941,2019-6757,20190617,Blois CH,Clay,64,C,7112,1050803.25
2942,2019-6787,20190812,Portoroz CH,Hard,64,C,6768,715704.56
2943,2019-6795,20190729,Liberec CH,Clay,64,C,6813,1804103.26
2944,2019-6809,20190812,Meerbusch CH,Clay,64,C,7467,1250557.37
2945,2019-6857,20191007,Mouilleron-Le-Captif CH,Hard,64,C,5943,1352600.92
2946,2019-6865,20191021,Traralgon CH,Hard,64,C,7515,1815942.28
2947,2019-6963,20190218,Cuernavaca CH,Hard,64,C,7587,1643665.19
2948,2019-7004,20190311,Shenzhen CH,Hard,64,C,7204,1434145.69
2949,2019-7009,20190506,Aix En Provence CH,Clay,64,C,8787,2419232.6
2950,2019-7015,20190527,Vicenza CH,Clay,64,C,4858,749018.11
2951,2019-7027,20190422,Nanchang CH,Clay,64,C,8491,1378502.57
2952,2019-7083,20190909,Istanbul CH,Hard,64,C,4929,647143.86
2953,2019-7085,20190916,Biella CH,Clay,64,C,6661,1140571.61
2954,2019-7100,20191111,Pune CH,Hard,64,C,6031,985254.89
2955,2019-7201,20191007,Santo Domingo CH,Clay,64,C,7052,1676261.21
2956,2019-7203,20190128,Launceston CH,Hard,64,C,5279,798938.74
2957,2019-7235,20190311,Drummondville CH,Hard,64,C,7214,1179681.4
2958,2019-7288,20190429,Seoul CH,Hard,64,C,6342,906021.87
2959,2019-7297,20190603,Surbiton CH,Grass,64,C,5971,1334648.25
2960,2019-7316,20190909,Cary CH,Hard,64,C,6384,1496159.2
2961,2019-7318,20190107,Columbus CH,Hard,64,C,5808,1423768.34
2962,2019-7339,20191007,Fairfield CH,Hard,64,C,7501,1999925.55
2963,2019-7341,20191021,Brest CH,Hard,64,C,8358,2270493.69
2964,2019-7343,20191014,Ningbo CH,Hard,64,C,6489,682008.3
2965,2019-7345,20191014,Las Vegas CH,Hard,64,C,7780,876238.57
2966,2019-7351,20190401,Monterrey CH,Hard,64,C,7180,1412054.1
2967,2019-7391,20191028,Guayaquil CH,Clay,64,C,6848,1601414.84
2968,2019-7393,20190107,Canberra CH,Hard,64,C,10492,2384802.94
2969,2019-7395,20190923,Buenos Aires CH,Clay,64,C,6791,1724707.91
2970,2019-7397,20191104,Kobe CH,Hard,64,C,6315,1121505.49
